"code","name","credit","lecture_hours","tutorial_hours","pratical_hours","discussion_hours","project_hours","pre_requisits","syllabus","ref_books","percent_course_attendance","percent_endsem","percent_midsem","percent_project","percent_quiz_1","percent_quiz_2","percent_lab_evaluation"
"EC416a","Advanced Analog  Circuits Design",4,3,0,0,0,0,"NIL","Review of Basic Single-Transistor Amplifier Stages, MOS and BJT. Biasing. Limitations MOS device 
models, Single-stage amplifiers, Single-stage amplifier frequenscy response. [4 H]
Current sources and mirrors; active loads, Differential amplifiers, source-coupled pairs. [6 H]
Design of an Op-Amp internal stages, Differntial input balnced output/unbalance out differnce amplifer 
stage, level shiftter, power amplifier stage analysis and design. Design to achive high CMRR. [10 H]
Linear voltage regulators, Switching voltage regulators, Interference and grounding, Continous and 
switched capacitor filter, Timers, Active filter, Phase-locked loop. [6 H]
Digital / Analog converters: - Characterization, lineality (DNL, INL), dynamic characteristics. - Parallel 
architectures. - Enhanced resolution techniques. - Serial architectures. - Analog / Digital converters: -
Sample & hold. - Caracterization, lineality (DNL, INL), dynamic characteristics. - Serial architectures. -
Parallel architectures. Pipeline. - Advanced techniques (folding, interpolation, interleaved). [10 H]
Noise in circuits Oscillators and comparators, Feedback op-amps and stability, Differential amplifiers. 
 [6 H]","1. Adel S. Sedra and Kenneth C. Smith, Microelectronic Circuits, Fifth edition, Oxford University 
Press.
2. Design of Analog CMOS Integrated Circuits, 1st Edition, Behzad Razavi, McGraw-Hill, 2001.
3. Field-Effect Devices and Advanced MOS Devices, (volumes IV and VII of the Modular Series on 
Solid State Devices), Addison-Wesley. 
4. Analysis and Design of Analog Integrated Circuits, Gray, Hurst, Lewis and Meyer, 4th Ed., Wiley, 
2001.",10,40,20,10,5,5,10
"CS418d","Mesh Free Computations",4,3,0,0,0,0,"","Overview: Why Mesh Free, Definition of Mesh Free, Solution Procedure for Mesh Free methods 
Categories of Mesh Free methods [07 H]
Mesh Free Shape Function Construction [07 H]
Mesh Free methods based on global weak forms [07 H]
Mesh Free methods based on local weak forms [07 H]
Mesh Free Collocation Methods [10 H]
Mesh Free methods based on local weak forms and Collocation [04 H]","1. G R Lui, Y T Gu “An Introduction to mesh free methods and their programming”, Springer, 2005
2. W Chen, Z J Fu, C S Chen, “Recent advances in radial basis function collocation methods”, 
Springer, 2014",10,40,20,10,5,5,10
"EC416b","Detection and Estimation  Theory",4,3,0,0,0,0,"NIL","Background: Review of Gaussian variables and processes; problem formulation and objective of signal 
detection and signal parameter estimation in discrete-time domain. [2 H]
Statistical Decision Theory: Bayesian, minimax, and Neyman-Pearson decision rules, likelihood ratio, 
receiver operating characteristics, composite hypothesis testing, locally optimum tests, detector comparison 
techniques, asymptotic relative efficiency. [8 H]
Detection of Deterministic Signals: Matched filter detector and its performance; generalized matched 
filter; detection of sinusoid with unknown amplitude, phase, frequency and arrival time, linear model. [6 H]
Detection of Random Signals: Estimator-correlator, linear model, general Gaussian detection, detection of 
Gaussian random signal with unknown parameters, weak signal detection. [6 H]
Nonparametric Detection: Detection in the absence of complete statistical description of observations, 
sign detector, Wilcoxon detector, detectors based on quantized observations, robustness of detectors. [6 H]
Estimation of Signal Parameters: Minimum variance unbiased estimation, Fisher information matrix, 
Cramer-Rao bound, sufficient statistics, minimum statistics, complete statistics; linear models; best linear 
unbiased estimation; maximum likelihood estimation, invariance principle; estimation efficiency; Bayesian 
estimation: philosophy, nuisance parameters, risk functions, minimum mean square error estimation, 
maximum a posteriori estimation. [8 H]
Signal Estimation in Discrete-Time: Linear Bayesian estimation, Weiner filtering, dynamical signal 
model, discrete Kalman filtering. [6 H]","1. H.L.VanTrees,""Detection, Estimation and Modulation Theory: Part I, II, and III"", John Wiley, NY, 
1968. 
2. H. V. Poor, ""An Introduction to Signal Detection and Estimation"", Springer, 2/e, 1998.
3. S.M.Kay,""Fundamentals of Statistical Signal Processing: Estimation Theory"", "", Prentice Hall PTR, 
1993. 
4. S.M.Kay,""Fundamentals of Statistical Signal Processing: Detection Theory"", Prentice Hall PTR, 1998.",10,40,20,10,5,5,10
"DS5021","Product Design II",3,30,0,0,0,0,"","syllabus","book",5,30,20,15,10,10,10
"PR3003","Optional Project",2,0,0,0,0,0,"-","-","-",5,30,20,15,10,10,10
"EC416c","Industrial Microwave and Communication",4,3,0,0,0,0,"NIL","Waveguide Components: 
Overview of Attenuators, Phase Shifters, Matched Loads, Detector Mounts, slotted sections, E and H Plane 
Tees, etc. Signal Generators: Fixed Frequency, Sweep frequency and synthesized frequency oscillators, 
PLL for high frequency generation [10 H] 
Industrial Microwave: 
Noise Sources and Noise meters used in microwave measurements, frequency meters and VSWR meters, 
Measurement of frequency, attenuation, VSWR and impedance, cavity measurements: Q factor, bandwidth; 
Dielectric and magnetic properties of materials: Cavity and waveguide methods, Measurement of Power: 
Calorimetric and Microwave bridges; principles of Time and frequency domain reflectometry, Spectrum 
Analyser and Network Analyser, Measurement of Scattering parameters of passive and active devices.
 [10 H]
Processes in Industrial Microwave: 
Microwave in process control instrumentation, Microwave waste disposal, Microwave in agriculture and 
medicine, hyperthermia, etc. Microwave Heating, Microwave absorbers, EMC and EMI. 
 [10 H] 
Microwave Communication: 
Microwave Radio and its components, Free space propagation model, ground reflection, Earth and its effect 
on propagation, Clutter theory, Fresnel Zones: First and Second order Fresnel Zones, Signature width of 
radio, tolerance limits, Practical Link Budget calculations, Atmospheric Attenuation","1. Microwave Devices and Circuits, Samuel Y Liao, Pearson 
2. Microwave Engineering, David M Pozar, Wiley 
3. T.S. Rappaport, “Wireless Communications,” Pearson Education, 2003.",10,40,20,10,5,5,10
"CS314C","Human Computer  Interactions",4,4,0,0,0,0,"NIL","Introduction to Human-Computer Interaction. Task-centered system design: task-centered process, 
development of task examples, evaluation of designs through a task-centered walk-through [5]
User-centered design and prototyping: assumptions, participatory design, methods for involving the 
user, prototyping, low fidelity prototypes, medium fidelity [10]
Methods for evaluation of interfaces with users: goals of evaluation, approaches, ethics, 
introspection, extracting the conceptual model, direct observation, constructive interaction, 
interviews and questionnaires, continuous evaluation via user feedback and field studies, choosing 
an evaluation method [10]
Beyond screen design: characteristics of good representations, information visualization, Tufte’s 
guidelines, visual variables, metaphors, direct manipulation [5]
Graphical screen design: graphical design concepts, components of visible language, graphical 
design by grids. Design principles and usability heuristics: design principles, principles to support 
usability, golden rules and heuristics, HCI patterns, HCI design standards: process-oriented 
standards, product-oriented standards, strengths and limitations of HCI Standards [12]","1. Dix A. et al., Human-Computer Interaction. Harlow, England: Prentice Hall, 2004

2. Yvonne Rogers, Helen Sharp, Jenny Preece, Interaction Design: Beyond Human Computer 
Interaction, 3rd Edition, Wiley, 2011",10,40,20,10,5,5,10
"CS314d","Compiler Design",0,3,0,0,0,0,"NIL","Introduction: Model of a compiler, translators, interpreters, assemblers, languages, types of 
compilers. [2L]
Finite Automata and Regular Expressions: Finite automata, non-deterministic and deterministic 
finite automata, Acceptance of strings by NDFA and DFA, Transforming NDFA to DFA, 
minimization/Optimization of a DFA, related algorithm, Regular sets and regular expression, 
Obtaining regular expression from finite automata, lexical analyzer design. [10L]
ontext-Free Grammar and Syntax Analysis: Syntax analysis, CFG, derivation of a parse tree, 
reduction of grammar, useless grammar symbols, Elimination of null and unit productions, 
elimination of left recursion Regular grammar, Right linear and left linear grammar. Parsing, TopDown and Bottom-up parsing, general parsing strategies, Brute-force approach, recursive descent 
parser and algorithms, simple LL(1) grammar, LL(1) with null and without null rules grammars, 
Bottom-up parsing- Handle of a right sentential form, LR(1) parsers, Shift-reduce parsers, operator 
precedence parsing. [10L]
Syntax-Directed Definitions and Translations: Specification of translations, implementation of 
translation specified by syntax-directed definition, L-attributed definitions, and syntax-directed 
translation schemes, intermediates code generation, representing three-address statement, 
translation schemes for programming language constructs. [10L]
Code Optimization: Definition, Loop optimization, Elimination of local and global common sub 
Expressions, Loop Unrolling, Loop Jamming. [5L]
Code Generation: Definition, machine model, code generation methods, peephole optimization. 
Error Handling: Error recovery, recovery from various phases and parsing. [5L]","1. Aho Alfred, Lam Monica, Sethi, Ravi, Ullman Jeffery, Compilers Principles, Techniques 
and Tools.
2. Tremblay, Jean Paul; Sorenson, Paul G.; The Theory and Practice of Compiler Writing, 
2005.
3. Holub, Allen I., Complier Design in C, 1990.
4. Bates, Barrett; Gustafson, Couch, Compiler Construction Theory and Practice,1988.
5. John Levine, Tony Manson & Doug Brown, Lex & Yaac.",10,40,20,10,5,5,10
"DS5017","Visual Design II",3,30,0,0,0,0,"","syllabus","book",5,30,20,15,10,10,10
"ME315L","Adv.  Manufacturing+NCCNC",2,0,0,3,0,0,"NIL","1. Milling Process Force Measurement and Analysis, effect of process parameters
2. Drilling Process Force Measurement and Analysis, effect of process parameters
3. Turning Force Measurement and Analysis, effect of process parameters
4. Sheet Metal Punching Punching/Shearing using AMADA machine
5. Sheet Metal Bending Bending using AMADA machine
6. Meteorology Quality Control: Measurement & Inspection of components
7. EDM Functioning and experimentation on Electric Discharge Machine
8. AWJM M/c operation, Job preparation on Abrasive Water Jet Machine
9. Injection Molding Learning the functions of Cincinnati Injection Molding Machine
10. Turning Using G&M codes, making program and component on EMCO Turning
11. Milling Using G&M codes, making program and component on EMCO Turning
12. Rapid Prototyping Knowledge of machine operation and insight software for product fabrication","1. Rao P N.,”CAD/CAM Principles and Practice”, Tata McGraw-Hill
2. Robert Quesada, T. Jeyapoovan, “Computer Numerical Control : Machining Center and 
Turning Centers” , Tata McGraw-Hill
3. S K SINHA,”CNC Programming”, Galgotia Pubs.
4. CNC Machine Manuals
5. Chang, Wysk and Wang, Computer Aided Manufacturing, Prentice Hall International. 3rd 
Edition
6. Web Resources",10,40,20,10,5,5,10
"ME418b","Management of  Production System",4,3,0,0,0,0,"NIL","1. Overview and introduction of production and operations management (P/OM) [3 H]
2. P/OM’s key role in productivity attainment [3 H]
3. P/OM strategies: forecasting life cycle stages [3 H]
4. Quality management: strategic issues [3 H]
5. Methods for quality control (QC) [5 H]
6. Facilities planning [3 H]
7. Capacity management [4 H]
8. Materials management (MM) [3 H]
9. Aggregate planning (AP) [3 H]
10. Inventory management [3 H]
11. Material requirements planning (MRP) [3 H]
12. Production scheduling [2 H]
13. Cycle-time management [2 H]
14. Project management [2 H]","[1] L.N. Aggarwal and Parag Diwan, Management of Production System, 
[2] Thomas E. Vollmann, William L. Bery, D. Clay Whybark, Manufacturing Planning and Control 
Systems Galgotia Publications (P) Ltd
[3] Production & Operations Management by Adam & Ebert 
[4] Production and operations management by Martin K. Starr",10,40,20,10,5,5,10
"CS8018","Web Mining",3,3,0,0,0,0,"-","syllabus","books",5,30,20,15,10,10,10
"OE4M23","Business Analytics using R",3,3,0,0,NULL,NULL,NULL,"-","-",5,30,20,15,10,10,10
"ME5D02","Mechanical Vibrations and Condition Monitoring",3,3,0,0,NULL,NULL,NULL,"-","-",5,30,20,15,10,10,10
"CS8017","Intrusion Detection Systems",3,3,0,0,NULL,NULL,NULL,"-","-",5,30,20,15,10,10,10
"ME416b","Industrial Instrumentation  & Metrology",4,3,0,0,0,0,"NIL","Industrial Instrumentation: Theory and Experimentation in Engineering problem solving approaches, types 
of engineering experiments, computer simulation and physical experimentation: Generalized measuring 
system, types of inputs analog and digital signals, standards, calibration and uncertainly. [08 H]
Measurement system; performance characteristic, static performance characteristics-static calibration 
linearity static sensitivity, repeatability, hysteresis threshold-resolution, readability and span: Analysis of 
experimental data; Causes and types of experimental error, un-certainly analysis statistical analysis of data , 
probability distributions and curve fitting: Dynamic performance characteristics: Input types Instrument 
types zero order instrument, first order instrument second order instrument. [09 H]
Experiment plans, Model building, Measurement Methods and Application Measurement of force and 
torque; Measurement of strain and stress; Measurements ofpressure; Flow measurement and flow 
visualization, measurement of temperature, optical methods of measurements; [09 H]
Data Acquisition and Processing : Types and configurations of DAS, Signal conditioning, A/D, D/A 
conversion: Design, Planning, Execution and Analysis of experimental projects. [06 H]
Metrology: Measurement of length, measurement of angle, measurement of geometric forms, straightness, 
flatness, roundness etc. Mechanical and optical methods. Measurement of screw threads and 
gears.Measurement of surface roughness and texture, introduction to CMM in-process gages, Inspection 
and quality monitoring. [10 H]","1. Mechanical Measurements by S.P. Venketeshan, IIT Madras Anne Book Pvt. Ltd. 4821 
ParwanaBhawan, 1st floor 24 Ansari Road, Darya ganj, New Delhi-110 002.
2. Engineering Metrology by R. K. Jain, Khanna Publishers, and New Delhi 1997.
3. E.O. Deobelin, Measurement systems, Applications and Design 4th Edition Tata McGraw Hill 1990.
4. T.G. Beckwith, R.D. Marangoni and J.H. Tenhard Mechanical Measurements 5th ed. Addison 
Wesley 1993.
5. Holman, Experimental Methods for Engineers McGraw Hill 1994.",10,40,20,10,5,5,10
"CS416b","Internet Technology",4,3,0,0,0,0,"NIL","Evolution of Internet, TCP/IP: addressing and routing. [5]
Internet applications: FTP, Telnet, Email, Chat. [5]
World Wide Web: HTTP protocol. [5]
Designing web pages: HTML, forms, JavaScript, JAVA servlets, Perl. PHP, DHTML, XML. [10]
E-Commerce and security issues including symmetric and asymmetric key, encryption and digital signature, 
authentication. [10]
Emerging trends, Internet telephony, virtual reality over the web, etc. Intranet and extranet, firewall design 
issues. [7]","1. Douglas E.Comer, Computer Networks and Internets with Internet Applications (Third Edition), 
Prentice Hall, 2001
2. H M Deitel, Internet and WWW- How to Program, 5th Edition, Pearson Education, 2014.
3. Jeffrey C. Jackson, Web Technologies: A Computer Science Perspective, Pearson Education, 2006.",10,40,20,10,5,5,10
"ME418c","Design of Mechanical  Systems",4,3,0,0,0,0,"NIL","Design for strength, rigidity, stiffness, reliability and manufacturing: 
Theory of failures – Special consideration while designing for rigidity.Effect ofhollow section on rigidity, 
methods for improving rigidity.Reliability considerations in design. [6 H]
Design for Manufacturing: 
General design principles for manufacturability - strength and mechanical factors, design 
consideration for casting, machining and assembly. [4 H]
Limits, fits, and tolerances: 
Types of tolerances and fits, design considerations for interference fits, Geometric tolerances - Assembly 
limits -Datum features - Tolerance stacks, interchangeability and selective assembly. [4 H]
Fatigue consideration in design: 
Variable load - basic concept; load or stress variations- different patterns Cyclic stressing/straining -
materials response and the origin of fatigue failure. Stress life relations; S-N curve-fatigue strength and 
endurance limit. Factors influencing fatigue and endurance strength modification factors, Effect of stress 
concentration and fatigue stress concentration definition.Effect of mean stress - Goodman and Soderberg's 
relations. Design approach to fatigue - design for infinite life and finite life Design of members under 
combined (steady and variable) loading conditions. [10 H]
Design of IC Engine Parts: 
Piston, Piston Ring, Cylinder and cylinder lining, Connecting rod, Crankshaft. [6 H]
Design of Transmission Devices: 
Design of speed gear box – Aims of speed regulation, stepped and stepless drive, intermediate 
spindle speeds, speed diagram, structural (Ray) diagram, speeds in G.P., kinematic arrangement of 
gears, calculation of number of teeth, deviation diagram, selection of module, check for dynamic 
load and wear. Shaft design. Selection of bearing and seals. Design of housing. [12 H]","[1] Mehta, N. K., Machine Tool Design and Numerical Control, Tata McGraw Hill.
[2] Norton, Robert L., Machine Design: An Integrated Approach, Third Edition, Pearson 
Education, 2005.",10,40,20,10,5,5,10
"EC417a","Satellite Communication",4,3,0,0,0,0,"NIL","SATELLITE ORBITS:Introduction Kepler’s Laws, orbital parameters, orbital perturbations, station 
keeping, and geo stationary and non-Geo-stationary orbits – Look Angle Determination- Limits of visibility 
–eclipse-Sub satellite point –Sun transit outage. [8 H]
SATELLITE LINK DESIGN: Satellite uplink and downlink Analysis and Design, link budget, E/N 
calculation- performance impairments-system noise, inter modulation and interference, Propagation 
Characteristics and Frequency considerations- System reliability and design lifetime. [10 H]
SATELLITE ACCESS: Modulation and Multiplexing: Voice, Data, Video, Analog – digital transmission 
system,Digital video Brocast, multiple access: FDMA, TDMA, CDMA, Assignment Methods,Spread 
Spectrum communication, compression – encryption. [6 H]
EARTH SEGMENT:Earth Station Technology-- Terrestrial Interface, Transmitter and Receiver, Antenna 
Systems TVRO, MATV, CATV, Test Equipment Measurements on G/T, C/No, EIRP, Antenna Gain. 
 [8 H]
SATELLITE APPLICATIONS:INTELSAT Series, INSAT, VSAT, Mobile satellite services: GSM, GPS, 
INMARSAT, LEO, MEO, Satellite Navigational System. Direct Broadcast satellites (DBS)- Direct to home 
Broadcast (DTH), Digital audio broadcast (DAB)- Worldspace services, Business TV(BTV), GRAMSAT.
 [8 H]","1. Dennis Roddy, ‘Satellite Communication’, McGraw Hill International, 4th Edition, 2006.
2. Timothy Pratt – Charles Bostian & Jeremy Allmuti, Satellite Communications, John Willy & Sons 
(Asia) Pvt. Ltd, 2nd Edition 2004 
3. Bruce R. Elbert, ‘The Satellite Communication Applications’ Hand Book, Artech House Bostan 
London, 1997.",10,40,20,10,5,5,10
"EC8004","Pattern Recognition and Machine Learning ",3,3,0,0,NULL,NULL,NULL,"-","-",5,30,20,15,10,10,10
"EC8005","Advanced Semiconductor Devices",3,3,0,0,NULL,NULL,NULL,"-","-",5,30,20,15,10,10,10
"ME8012","Computer Aided Geometric Design",3,3,0,0,NULL,NULL,NULL,"-","-",5,30,20,15,10,10,10
"EC417b","Mixed-Mode Circuit  Design",4,3,0,0,0,0,"NIL","Basic CMOS Circuit Techniques, Continuous Time And Low voltage Signal Processing: Mixed-Signal 
VLSI Chips-Basic CMOS Circuits-Basic Gain Stage-Gain Boosting Techniques-Super MOS TransistorPrimitive Analog Cells-Linear VoltageCurrent Converters-MOS Multipliers and Resistors-CMOS, Bipolar 
and Low-Voltage BiCMOS Op-Amp Design-Instrumentation Amplifier Design-Low Voltage Filters.
 [10 H]
Basic BiCMOS Circuit Techniques, Current -Mode Signal Processing: Continuous Time Signal 
Processing-Sampled-Data Signal Processing-Switched-Current Data Converters. [5 H]
Sampled-Data Analog Filters, Over Sampled A/D Converters And Analog Integrated Sensors: Firstorder and Second SC Circuits-Bilinear Transformation - Cascade Design-Switched-Capacitor Ladder FilterSynthesis of Switched-Current FilterNyquist rate A/D Converters-Modulators for Over sampled A/D 
Conversion-First and Second Order and Multibit Sigma-Delta Modulators-Interpolative Modulators –
Cascaded Architecture-Decimation Filters-mechanical, Thermal, Humidity and Magnetic Sensors-Sensor 
Interfaces. [10 H]
Analog VLSI Interconnects: Physics of Interconnects in VLSI-Scaling of Interconnects-A Model for 
Estimating Wiring Density-A Configurable Architecture for Prototyping analog Circuits. [7 H]
Statistical Modeling and Simulation, Analog/ Mixed Computer-Aided Design: Review of Statistical 
Concepts - Statistical Device Modeling- Statistical Circuit Simulation-Automation Analog Circuit Designautomatic Analog Layout-CMOS Transistor Layout-Resistor Layout-Capacitor Layout-Analog Cell 
Layout-Mixed Analog -Digital Layout. [10 H]","1. Paul R. Gray and Robert G.Meyer, “ Analysis and Design of Analog Integrated Circuits”, John 
Wiley & Sons. 
2. Mohammed Ismail, Terri Fiez, "" Analog VLSI signal and Information Processing "", 1994, McGrawHill International Editons. 
3. Behzad Razavi, “ Design of Analog CMOS Integrated Circuits”, Tata Mc-Graw Hill.
4. Y. Tsividis, “ Mixed Analog-Digital Devices and Technology”, Mc-Graw Hill. 
5. Alan B. Gnebene, “ Bipolar and MOS analog integrated circuit design“,John Wiley & Sons. 
6. Mohammed I. Elmasy,” Digital Bipolar circuits “, John Wiley & Sons. 
7. Greogorian and Tames, “ Analog Integrated Circuit For Switched Capacitor Circuit",10,40,20,10,5,5,10
"EC417c","Power System Engineering",4,3,0,0,0,0,"NIL","Introduction: Power generation from conventional sources; thermal, hydro, nuclear and gas power plants -
their functions and control; types of prime movers, generators and excitation systems. [10 H]
Transmission lines: Equivalent circuit of a transmission lines, line parameters, corona, interference of 
power lines with communication circuits, line insulators. Cables, per unit system, symmetrical components, 
fault analysis, switching surges. [14 H]
Integrated operation and mathematical modeling of power systems, basic concepts of load flow, protection.
 [12 H]
Load management and tariffs. [3 H]
Deregulated power system and introduction to smart grid. [3 H]","1. J.J. Grainger and W.D. Stevenson Jr., Power System Analysis, Mc Graw Hill International, 1994.
2. B.M. Weedy and B.J. Cory, Electric Power Systems, John Wiley & Sons, 2002.
3. I.J. Nagrath and D.P. Kothari, Power System Engineering, Tata Mc Graw Hill Publishing Co., 1994.
4. C.L Wadhwa, “Electrical Power System”, New age International (p) Limited Publisher, Reprint, 
2008.",10,40,20,10,5,5,10
"DS5018","Strategic Design Management",3,30,0,0,0,0,"","syllabus","book",5,30,20,15,10,10,10
"ME417a","Mechanical Vibration and Condition Monitoring",4,3,0,0,0,0,"NIL","Review of Free and forced vibrations of single degree of freedom system. Vibration isolation and 
transmissibility, Vibration measuring instruments. [6 H]
Multi Degrees of freedom systems, Introduction, Influence co-efficient, Maxwell reciprocal 
theorem,Automobile vehicle suspension, coupling, Vibration absorbers, Various numerical methods for 
solution of multi degree of freedom systems. [8 H]
Whirling of shafts with and without air damping. Discussion of speeds above and below critical speeds. 
 [6 H]
Vibration of Continuous Systems: Introduction, vibration of string, longitudinal vibration of rods,torsional 
vibration of rods, Euler’s equation for beams, simple problems. [8 H]
Non-linear vibration, PhasePlane, Conservative systems, Stability of equilibrium. The Duffing Oscillator.
 [4 H]
Introduction to condition monitoring of machinery, Condition monitoring methods, Types and Benefits of 
Vibration Analysis. Vibration Signals from Rotatingand Reciprocating Machines. Signal Classification, 
Stationary and Cyclostationary signals. [10 H]","1. Thomson, W.T., Theory of vibration with applications, Third Edition,1997.
2. Rao, S. S., Mechanical Vibrations, Fourth Edition, Addison Wesley, 2004 
3. Randall. R.B., Vibration-Based Condition Monitoring: Industrial, Aerospace and Automotive 
Applications, Wiley, United Kingdom, 2011.
4. Caollacott, R. A.; Chapman, Mechanical Fault Diagnosis and Condition Monitoring, Chapman 
and hall, 1977.
5. Rao, J. S., Advanced Theory of Vibration, Wiley Eastern Ltd. New Delhi, 1992",10,40,20,10,5,5,10
"CS418c","Advanced Algorithms",4,3,0,0,0,0,"NIL","Performance of algorithms: space and time complexity; [2H]
Data Structures: Priority Queues: lists, heaps, binomial heaps, Fibonacci heaps; Search Trees: binary search 
trees, red-black trees, AVL trees, splay trees, B/B+-trees; [10H]
Design Paradigms: greedy method, divide-and-conquer, dynamic programming [10H]
Graph Algorithms: Shortest path, Spanning trees, Network flow; [5H]
Computational intractability and Approximation algorithms [10H]
A selection of advanced topics: Parallel algorithm, External Memory algorithm [5H]","1. T. H. Cormen, C E Leiserson, R L Rivest and C Stein, Introduction to Algorithms, MIT Press, 2001.
2. J .Kleinberg and E. Tardos, Algorithm Design, Addison Wesley, 2005.
3. A. Aho, J. E. Hopcroft and J. D. Ullman, The Design and Analysis of Computer Algorithms, AddisonWesley, 1974.
4. S Sahni, Data Structures, Algorithms and Applications in C++, McGraw-Hill, 2001.
5. M. T. Goodrich and R. Tamassia, Algorithm Design: Foundations, Analysis and Internet Examples, 
John Wiley & Sons, 2001.",10,40,20,10,5,5,10
"ME417b","Advance Manufacturing  Processes",4,3,0,0,0,0,"NIL","Conventional Machining Processes 
Electron Beam Machining (EBM), Plasma Arc Machining (PAM) Laser Beam Machining (LBM), Abrasive 
Jet Machining (AJM), Water Jet Cutting (WJM), Ultrasonic Machining (USM), Electro-Chemical 
Machining (ECM), Electric Discharge Machining (EDM), Wire EDM. [20H]
Assembly 
Jigs and fixtures, principles of location and clamping, synthesis of simple jigs and fixtures. Principles of 
assembly, engineering theory of dimensional chains, fully interchangeable and selective assembly. [6H]
Metrology:
Limits, fits and tolerance; automated inspection and CMM. Selection of Manufacturing processes for a 
given product. [4H]
High Speed Machining ;
Introduction and concepts of HSM. Issues related to HSM. Comparison with conventional manufacturing 
processes. [2H]
Finishing Processes:
Introduction to finishing process, grinding, Lapping, Honing, Super Finishing. [4H]
Precision Manufacturing Processes:
Introduction to micro fabrication processes and M4 processes: concepts of accuracy, errors, influences of 
dimensional wear on accurancy. [2H]","1. V.K. Jain Advanced Machining processes, Allied Publishers New Delhi 2002.
2. Boothroyd G and Knight, W.A. Fundamentals of Machining and Machine Tools, 3rd ed. Saint Luice Pr. 
2005.
3. Black S.C. Chiles, V.Lissaman, A.J. Martin, S.J. Principles of Engineering Manufactures Arnold Edn. 
1996.
4. Kalpakjian, S. and Schimd S.R. Manufacturing Engineering and Technology, Prentice Hall 4th edition 
2005.
5. G.F. Benedict, Nontraditional Manufacturing processes, Marcel Dekker, Inc. New York 1987.
6. A.Ghosh and A.K. Malik Manufacturing Science Affiliated East West press Ltd. New Delhi 1985.
7. P.C. Pandey, and H.S. Shan Modern Machining Processes, TMH Publishing Co.Ltd. New Delhi 1980.
8. J.A. McGeough, Advanced Methods of Machining, Chapman and Hall, London 1988.",10,40,20,10,5,5,10
"ME417c","Automobile Engineering",4,3,0,0,0,0,"NIL","Chassis: [4 H]
Importance of chassis and its components, Vehicle performance
Clutch: [6 H]
Driving system and Plate clutch (uniform pressure and uniform wear),Cone clutch (uniform pressure and 
uniform wear), Energy lost by plate clutch during engagement, Centrifugal clutch.
Gear box: [6 H] 
Torque and tooth load in epicyclic gear trains, Sliding mesh and constant mesh gears, Epicyclic gears and 
hydra-matic transmission,Numerical problems on the above topics
Propeller shaft: [3 H]
Types of driving shafts, Mechanics of Hotchkiss and torque tube drives
Universal joint: [1 H]
Slip joint, Hook’s joint.
Differential and rear axle: [4 H]
Differential, Rear axle, Axle shaft, Axle housing.
Brakes: [6 H]
Theory of band brake, blocks brake, and band and block brake, Internal expansion, Hydraulic brakes, Hand 
or parking brakes, Braking of vehicle moving in a curved path,Numerical problems on the above topics.
Steering systems: [4 H]
Ackerman steering gear,Devis steering gear, Turning circle radii, Standard steering gears, Power steering. 
Brake wheel: [3 H]
Braking of vehicle, Heat generated due to braking operation, Types of wheels, Design consideration of 
wheels, Wheel alignment.
Supercharging and Turbocharging: [4 H]
Supercharger, Supercharging methods for SI and CI engines, Turbocharging, Supercharge Engine","1. Joseph Heitner, Automotive Mechanics – Principles and Practice, - Affiliated East West Press, 2nd 
edition, 1980.
2. J.A. McGeough, Advanced Methods of Machining, Chapman and Hall, London 1988. 1.N. K. Giri, 
Automotive Mechanics, Khanna Publishers, 1996
3. Kripal Singh, Automobile Engineering, - Vol. I & II, Standard Publishers & distributors",10,40,20,10,5,5,10
"CS417c","Object Oriented Analysis  and Design",4,3,0,0,0,0,"NIL","Introduction to Object-Orientation, Objects and Classes, Attributes, Methods, Object Relationships like 
Association, Aggregation and Composition, Inheritance, Polymorphism and Dynamic Binding
Interfaces, Programming constructs for various OO concepts, Components of UML class diagrams, and 
Sequence diagrams [12 H]
Requirement analysis, SRS, Use case modeling, Identification of domain objects and interactions modeling, 
domain modeling, UML Component diagram/package diagram, Subsystem design, goals, Architectural 
patterns, Component of UML Activity diagrams, and Statechart, Object design (solution domain) [12 H]
Methodologies for object-oriented analysis and design (OOAD), Design patterns, Common design patterns. 
Creational, Structural and Behavioral patterns [12 H]
Refactoring, Code smells, Reverse Engineering Design from Code, Design Evaluations [6 H]","1. Bernd Bruegge, Allen Dutoit: “Object-Oriented Software Engineering: Using UML, Patterns, and 
Java”, Addison Wesley.
2. Blaha and Rumbaugh “Object-oriented modeling & Design with UML, 2nd Ed, PHI",10,40,20,10,5,5,10
"DS5019","Interactive Design",3,30,0,0,0,0,"","syllabus","book",5,30,20,15,10,10,10
